name,longitude,latitude,presence
Mus virtualis,-668723,1592221.9078742003,0
Mus virtualis,-908723,1487221.907874201,1
Mus virtualis,-1083723,1232221.9078742024,1
Mus virtualis,-858723,1537221.9078742005,1
Mus virtualis,-1093723,1467221.907874201,1
Mus virtualis,-938723,1517221.9078742007,1
Mus virtualis,-1078723,1247221.9078742024,1
Mus virtualis,-1118723,1287221.9078742021,1
Mus virtualis,-928723,1367221.9078742017,0
Mus virtualis,-938723,1352221.9078742017,1
Mus virtualis,-948723,1557221.9078742005,1
Mus virtualis,-1103723,1347221.907874202,1
Mus virtualis,-1008723,1552221.9078742005,1
Mus virtualis,-733723,1542221.9078742005,1
Mus virtualis,-908723,1517221.9078742007,1
Mus virtualis,-733723,1502221.9078742007,0
Mus virtualis,-1098723,1252221.9078742024,0
Mus virtualis,-1178723,1527221.9078742007,0
Mus virtualis,-1118723,1392221.9078742014,0
Mus virtualis,-1063723,1447221.9078742012,1
Mus virtualis,-998723,1597221.9078742003,0
Mus virtualis,-913723,1487221.907874201,1
Mus virtualis,-738723,1607221.9078742003,1
Mus virtualis,-1113723,1467221.907874201,1
Mus virtualis,-748723,1517221.9078742007,1
Mus virtualis,-878723,1397221.9078742014,1
Mus virtualis,-1058723,1617221.9078742,1
Mus virtualis,-878723,1417221.9078742014,1
Mus virtualis,-1153723,1432221.9078742012,1
Mus virtualis,-1108723,1437221.9078742012,1
Mus virtualis,-748723,1522221.9078742007,1
Mus virtualis,-1103723,1252221.9078742024,1
Mus virtualis,-733723,1592221.9078742003,1
Mus virtualis,-1058723,1442221.9078742012,0
Mus virtualis,-1053723,1622221.9078742,1
Mus virtualis,-1058723,1272221.9078742024,1
Mus virtualis,-1138723,1427221.9078742012,1
Mus virtualis,-753723,1597221.9078742003,1
Mus virtualis,-1133723,1432221.9078742012,1
Mus virtualis,-1008723,1527221.9078742007,0
Mus virtualis,-793723,1442221.9078742012,0
Mus virtualis,-1063723,1457221.9078742012,0
Mus virtualis,-788723,1507221.9078742007,1
Mus virtualis,-743723,1507221.9078742007,0
Mus virtualis,-1018723,1482221.907874201,1
Mus virtualis,-1018723,1502221.9078742007,1
Mus virtualis,-1148723,1307221.907874202,1
Mus virtualis,-748723,1532221.9078742007,0
Mus virtualis,-718723,1527221.9078742007,1
Mus virtualis,-1143723,1287221.9078742021,1
Mus virtualis,-798723,1467221.907874201,1
Mus virtualis,-1063723,1372221.9078742017,1
Mus virtualis,-1068723,1382221.9078742017,1
Mus virtualis,-1093723,1372221.9078742017,1
Mus virtualis,-1123723,1297221.9078742021,1
Mus virtualis,-1023723,1612221.9078742,1
Mus virtualis,-1198723,1492221.907874201,0
Mus virtualis,-728723,1512221.9078742007,1
Mus virtualis,-913723,1407221.9078742014,1
Mus virtualis,-693723,1562221.9078742005,1
Mus virtualis,-943723,1552221.9078742005,1
Mus virtualis,-863723,1422221.9078742014,1
Mus virtualis,-1103723,1432221.9078742012,1
Mus virtualis,-803723,1472221.907874201,1
Mus virtualis,-1028723,1537221.9078742005,1
Mus virtualis,-1138723,1442221.9078742012,1
Mus virtualis,-1073723,1372221.9078742017,1
Mus virtualis,-788723,1512221.9078742007,1
Mus virtualis,-1138723,1392221.9078742014,1
Mus virtualis,-858723,1547221.9078742005,1
Mus virtualis,-798723,1452221.9078742012,0
Mus virtualis,-948723,1457221.9078742012,1
Mus virtualis,-943723,1452221.9078742012,1
Mus virtualis,-738723,1562221.9078742005,1
Mus virtualis,-803723,1482221.907874201,0
Mus virtualis,-1173723,1482221.907874201,1
Mus virtualis,-1088723,1292221.9078742021,0
Mus virtualis,-1108723,1407221.9078742014,1
Mus virtualis,-883723,1402221.9078742014,1
Mus virtualis,-1083723,1412221.9078742014,1
Mus virtualis,-753723,1557221.9078742005,1
Mus virtualis,-1028723,1597221.9078742003,1
Mus virtualis,-1188723,1462221.907874201,1
Mus virtualis,-1158723,1312221.907874202,0
Mus virtualis,-1058723,1622221.9078742,1
Mus virtualis,-1163723,1282221.9078742021,1
Mus virtualis,-1188723,1482221.907874201,1
Mus virtualis,-1078723,1462221.907874201,1
Mus virtualis,-1153723,1427221.9078742012,1
Mus virtualis,-778723,1512221.9078742007,0
Mus virtualis,-978723,1502221.9078742007,1
Mus virtualis,-1183723,1482221.907874201,1
Mus virtualis,-1128723,1247221.9078742024,1
Mus virtualis,-1003723,1492221.907874201,1
Mus virtualis,-778723,1562221.9078742005,1
Mus virtualis,-1118723,1397221.9078742014,0
Mus virtualis,-1028723,1422221.9078742014,1
Mus virtualis,-1003723,1562221.9078742005,1
Mus virtualis,-1063723,1627221.9078742,1
Mus virtualis,-1103723,1397221.9078742014,1
Mus virtualis,-1183723,1457221.9078742012,0
Mus virtualis,-703723,1557221.9078742005,1
Mus virtualis,-743723,1612221.9078742,0
Mus virtualis,-1123723,1367221.9078742017,1
Mus virtualis,-708723,1517221.9078742007,0
Mus virtualis,-1063723,1617221.9078742,1
Mus virtualis,-1018723,1577221.9078742003,1
Mus virtualis,-1183723,1477221.907874201,1
Mus virtualis,-703723,1522221.9078742007,1
Mus virtualis,-893723,1202221.9078742026,0
Mus virtualis,-1083723,1242221.9078742024,0
Mus virtualis,-1153723,1522221.9078742007,1
Mus virtualis,-993723,1512221.9078742007,1
Mus virtualis,-988723,1542221.9078742005,1
Mus virtualis,-1123723,1387221.9078742014,1
Mus virtualis,-1103723,1472221.907874201,1
Mus virtualis,-1108723,1412221.9078742014,0
Mus virtualis,-1118723,1297221.9078742021,1
Mus virtualis,-1053723,1607221.9078742003,1
Mus virtualis,-868723,1432221.9078742012,1
Mus virtualis,-1043723,1627221.9078742,1
Mus virtualis,-1113723,1292221.9078742021,1
Mus virtualis,-1123723,1427221.9078742012,1
Mus virtualis,-928723,1397221.9078742014,1
Mus virtualis,-1088723,1617221.9078742,1
Mus virtualis,-763723,1607221.9078742003,1
Mus virtualis,-1103723,1302221.9078742021,1
Mus virtualis,-1083723,1257221.9078742024,1
Mus virtualis,-1113723,1397221.9078742014,1
Mus virtualis,-1123723,1307221.907874202,1
Mus virtualis,-1083723,1397221.9078742014,1
Mus virtualis,-1043723,1612221.9078742,1
Mus virtualis,-1153723,1512221.9078742007,1
Mus virtualis,-893723,1502221.9078742007,0
Mus virtualis,-1013723,1582221.9078742003,0
Mus virtualis,-998723,1487221.907874201,0
Mus virtualis,-1118723,1322221.907874202,0
Mus virtualis,-798723,1487221.907874201,1
Mus virtualis,-1178723,1552221.9078742005,1
Mus virtualis,-1178723,1292221.9078742021,1
Mus virtualis,-943723,1342221.907874202,1
Mus virtualis,-1103723,1332221.907874202,1
Mus virtualis,-1138723,1362221.9078742017,1
Mus virtualis,-1168723,1282221.9078742021,1
Mus virtualis,-1138723,1437221.9078742012,1
Mus virtualis,-918723,1412221.9078742014,1
Mus virtualis,-1088723,1622221.9078742,1
Mus virtualis,-1003723,1612221.9078742,1
Mus virtualis,-913723,1497221.907874201,1
Mus virtualis,-783723,1482221.907874201,1
Mus virtualis,-883723,1487221.907874201,1
Mus virtualis,-938723,1527221.9078742007,1
Mus virtualis,-1173723,1282221.9078742021,1
Mus virtualis,-1058723,1317221.907874202,0
Mus virtualis,-1038723,1617221.9078742,1
Mus virtualis,-1118723,1277221.9078742021,1
Mus virtualis,-1028723,1522221.9078742007,1
Mus virtualis,-1113723,1477221.907874201,1
Mus virtualis,-1148723,1282221.9078742021,1
Mus virtualis,-1088723,1427221.9078742012,1
Mus virtualis,-888723,1492221.907874201,1
Mus virtualis,-743723,1517221.9078742007,1
Mus virtualis,-1003723,1522221.9078742007,1
Mus virtualis,-913723,1507221.9078742007,1
Mus virtualis,-1013723,1567221.9078742005,1
Mus virtualis,-1098723,1442221.9078742012,1
Mus virtualis,-798723,1457221.9078742012,1
Mus virtualis,-1158723,1287221.9078742021,1
Mus virtualis,-1088723,1342221.907874202,1
Mus virtualis,-1048723,1607221.9078742003,1
Mus virtualis,-688723,1542221.9078742005,1
Mus virtualis,-1063723,1432221.9078742012,1
Mus virtualis,-858723,1542221.9078742005,1
Mus virtualis,-1128723,1422221.9078742014,1
Mus virtualis,-933723,1522221.9078742007,1
Mus virtualis,-1123723,1347221.907874202,1
Mus virtualis,-1078723,1362221.9078742017,1
Mus virtualis,-1008723,1447221.9078742012,1
Mus virtualis,-1003723,1582221.9078742003,1
Mus virtualis,-1153723,1502221.9078742007,1
Mus virtualis,-783723,1512221.9078742007,1
Mus virtualis,-898723,1202221.9078742026,0
Mus virtualis,-1013723,1577221.9078742003,1
Mus virtualis,-893723,1282221.9078742021,1
Mus virtualis,-1103723,1402221.9078742014,0
Mus virtualis,-1143723,1292221.9078742021,0
Mus virtualis,-1048723,1407221.9078742014,1
Mus virtualis,-1123723,1232221.9078742024,0
Mus virtualis,-1128723,1297221.9078742021,1
Mus virtualis,-1113723,1407221.9078742014,1
Mus virtualis,-1038723,1627221.9078742,1
Mus virtualis,-1148723,1302221.9078742021,0
Mus virtualis,-993723,1492221.907874201,1
Mus virtualis,-868723,1537221.9078742005,1
Mus virtualis,-978723,1487221.907874201,1
Mus virtualis,-738723,1522221.9078742007,1
Mus virtualis,-1118723,1362221.9078742017,1
Mus virtualis,-778723,1522221.9078742007,1
Mus virtualis,-1173723,1517221.9078742007,1
Mus virtualis,-1058723,1422221.9078742014,1
Mus virtualis,-733723,1562221.9078742005,1
Mus virtualis,-1168723,1287221.9078742021,0
Mus virtualis,-1058723,1372221.9078742017,0
Mus virtualis,-688723,1552221.9078742005,1
Mus virtualis,-1128723,1352221.9078742017,0
Mus virtualis,-1023723,1582221.9078742003,1
Mus virtualis,-1098723,1447221.9078742012,1
Mus virtualis,-703723,1567221.9078742005,1
Mus virtualis,-938723,1522221.9078742007,0
Mus virtualis,-743723,1527221.9078742007,1
Mus virtualis,-1093723,1247221.9078742024,1
Mus virtualis,-1018723,1472221.907874201,1
Mus virtualis,-1168723,1302221.9078742021,0
Mus virtualis,-1133723,1332221.907874202,0
Mus virtualis,-998723,1482221.907874201,0
Mus virtualis,-898723,1527221.9078742007,1
Mus virtualis,-1093723,1402221.9078742014,1
Mus virtualis,-1118723,1372221.9078742017,1
Mus virtualis,-708723,1547221.9078742005,1
Mus virtualis,-1088723,1417221.9078742014,1
Mus virtualis,-693723,1542221.9078742005,0
Mus virtualis,-758723,1597221.9078742003,1
Mus virtualis,-688723,1537221.9078742005,1
Mus virtualis,-888723,1217221.9078742026,1
Mus virtualis,-1093723,1307221.907874202,1
Mus virtualis,-698723,1557221.9078742005,1
Mus virtualis,-853723,1212221.9078742026,1
Mus virtualis,-698723,1527221.9078742007,0
Mus virtualis,-1128723,1392221.9078742014,1
Mus virtualis,-1128723,1342221.907874202,1
Mus virtualis,-1173723,1532221.9078742007,1
Mus virtualis,-1183723,1527221.9078742007,1
Mus virtualis,-1088723,1262221.9078742024,1
Mus virtualis,-793723,1512221.9078742007,1
Mus virtualis,-1078723,1412221.9078742014,1
Mus virtualis,-893723,1532221.9078742007,0
Mus virtualis,-983723,1567221.9078742005,0
Mus virtualis,-808723,1432221.9078742012,1
Mus virtualis,-1118723,1302221.9078742021,1
Mus virtualis,-1158723,1527221.9078742007,1
Mus virtualis,-713723,1547221.9078742005,1
Mus virtualis,-873723,1417221.9078742014,1
Mus virtualis,-738723,1527221.9078742007,1
Mus virtualis,-1158723,1482221.907874201,1
Mus virtualis,-1133723,1312221.907874202,0
Mus virtualis,-1018723,1557221.9078742005,1
Mus virtualis,-768723,1482221.907874201,1
Mus virtualis,-768723,1602221.9078742003,1
Mus virtualis,-1168723,1577221.9078742003,0
Mus virtualis,-983723,1512221.9078742007,1
Mus virtualis,-873723,1432221.9078742012,1
Mus virtualis,-768723,1477221.907874201,1
Mus virtualis,-1133723,1247221.9078742024,1
Mus virtualis,-988723,1497221.907874201,0
Mus virtualis,-1163723,1507221.9078742007,1
Mus virtualis,-793723,1527221.9078742007,1
Mus virtualis,-748723,1527221.9078742007,1
Mus virtualis,-903723,1512221.9078742007,1
Mus virtualis,-1183723,1467221.907874201,1
Mus virtualis,-868723,1527221.9078742007,1
Mus virtualis,-708723,1557221.9078742005,0
Mus virtualis,-748723,1557221.9078742005,1
Mus virtualis,-1003723,1517221.9078742007,1
Mus virtualis,-983723,1507221.9078742007,1
Mus virtualis,-1018723,1542221.9078742005,0
Mus virtualis,-1018723,1452221.9078742012,1
Mus virtualis,-993723,1527221.9078742007,1
Mus virtualis,-1133723,1397221.9078742014,1
Mus virtualis,-1038723,1527221.9078742007,0
Mus virtualis,-1003723,1592221.9078742003,1
Mus virtualis,-1198723,1477221.907874201,1
Mus virtualis,-1098723,1382221.9078742017,1
Mus virtualis,-1028723,1627221.9078742,0
Mus virtualis,-1113723,1252221.9078742024,1
Mus virtualis,-1188723,1472221.907874201,1
Mus virtualis,-748723,1542221.9078742005,0
Mus virtualis,-868723,1417221.9078742014,1
Mus virtualis,-1108723,1397221.9078742014,1
Mus virtualis,-1083723,1427221.9078742012,1
Mus virtualis,-1133723,1402221.9078742014,1
Mus virtualis,-1018723,1267221.9078742024,1
Mus virtualis,-698723,1567221.9078742005,1
Mus virtualis,-1143723,1412221.9078742014,1
Mus virtualis,-1088723,1397221.9078742014,1
Mus virtualis,-1088723,1322221.907874202,1
Mus virtualis,-1088723,1257221.9078742024,1
Mus virtualis,-1038723,1437221.9078742012,1
Mus virtualis,-748723,1617221.9078742,1
Mus virtualis,-1183723,1507221.9078742007,1
Mus virtualis,-1128723,1412221.9078742014,1
Mus virtualis,-1068723,1352221.9078742017,1
Mus virtualis,-1123723,1352221.9078742017,1
Mus virtualis,-1183723,1502221.9078742007,1
Mus virtualis,-813723,1472221.907874201,0
Mus virtualis,-1093723,1362221.9078742017,1
Mus virtualis,-933723,1397221.9078742014,1
Mus virtualis,-1083723,1377221.9078742017,1
Mus virtualis,-793723,1502221.9078742007,1
Mus virtualis,-1078723,1322221.907874202,1
Mus virtualis,-983723,1497221.907874201,1
Mus virtualis,-1083723,1457221.9078742012,1
Mus virtualis,-993723,1577221.9078742003,0
Mus virtualis,-1003723,1572221.9078742005,0
Mus virtualis,-783723,1472221.907874201,1
Mus virtualis,-808723,1427221.9078742012,1
Mus virtualis,-1158723,1302221.9078742021,0
Mus virtualis,-1073723,1457221.9078742012,1
Mus virtualis,-1083723,1432221.9078742012,1
Mus virtualis,-1093723,1337221.907874202,1
Mus virtualis,-873723,1527221.9078742007,1
Mus virtualis,-793723,1497221.907874201,1
Mus virtualis,-1163723,1287221.9078742021,1
Mus virtualis,-1113723,1232221.9078742024,0
Mus virtualis,-1178723,1547221.9078742005,1
Mus virtualis,-793723,1452221.9078742012,0
Mus virtualis,-893723,1442221.9078742012,1
Mus virtualis,-983723,1482221.907874201,1
Mus virtualis,-1003723,1502221.9078742007,1
Mus virtualis,-1188723,1507221.9078742007,1
Mus virtualis,-1113723,1382221.9078742017,1
Mus virtualis,-1108723,1312221.907874202,1
Mus virtualis,-738723,1597221.9078742003,1
Mus virtualis,-973723,1472221.907874201,1
Mus virtualis,-1163723,1307221.907874202,1
Mus virtualis,-778723,1482221.907874201,1
Mus virtualis,-878723,1432221.9078742012,1
Mus virtualis,-853723,1537221.9078742005,0
Mus virtualis,-1053723,1627221.9078742,1
Mus virtualis,-1133723,1282221.9078742021,1
Mus virtualis,-1013723,1432221.9078742012,1
Mus virtualis,-1023723,1607221.9078742003,1
Mus virtualis,-1108723,1387221.9078742014,1
Mus virtualis,-1088723,1432221.9078742012,1
Mus virtualis,-1113723,1362221.9078742017,1
Mus virtualis,-1113723,1452221.9078742012,1
Mus virtualis,-1138723,1367221.9078742017,1
Mus virtualis,-1103723,1242221.9078742024,0
Mus virtualis,-1103723,1457221.9078742012,1
Mus virtualis,-698723,1547221.9078742005,0
Mus virtualis,-743723,1567221.9078742005,0
Mus virtualis,-1198723,1487221.907874201,1
Mus virtualis,-1008723,1517221.9078742007,1
Mus virtualis,-933723,1402221.9078742014,1
Mus virtualis,-863723,1427221.9078742012,1
Mus virtualis,-943723,1457221.9078742012,1
Mus virtualis,-893723,1447221.9078742012,1
Mus virtualis,-763723,1592221.9078742003,0
Mus virtualis,-1093723,1232221.9078742024,1
Mus virtualis,-998723,1567221.9078742005,1
Mus virtualis,-943723,1347221.907874202,0
Mus virtualis,-1193723,1507221.9078742007,1
Mus virtualis,-898723,1517221.9078742007,1
Mus virtualis,-1088723,1402221.9078742014,1
Mus virtualis,-1103723,1232221.9078742024,1
Mus virtualis,-1083723,1367221.9078742017,1
Mus virtualis,-1058723,1417221.9078742014,0
Mus virtualis,-823723,1447221.9078742012,0
Mus virtualis,-1148723,1497221.907874201,1
Mus virtualis,-1083723,1322221.907874202,1
Mus virtualis,-1093723,1472221.907874201,1
Mus virtualis,-968723,1532221.9078742007,1
Mus virtualis,-1113723,1472221.907874201,1
Mus virtualis,-1053723,1237221.9078742024,1
Mus virtualis,-1013723,1497221.907874201,1
Mus virtualis,-1133723,1317221.907874202,1
Mus virtualis,-1063723,1387221.9078742014,1
Mus virtualis,-913723,1447221.9078742012,1
Mus virtualis,-1153723,1607221.9078742003,1
Mus virtualis,-1163723,1312221.907874202,0
Mus virtualis,-708723,1522221.9078742007,1
Mus virtualis,-998723,1547221.9078742005,1
Mus virtualis,-1068723,1452221.9078742012,1
Mus virtualis,-1103723,1247221.9078742024,0
Mus virtualis,-803723,1447221.9078742012,1
Mus virtualis,-1008723,1502221.9078742007,1
Mus virtualis,-1058723,1447221.9078742012,1
Mus virtualis,-908723,1202221.9078742026,0
Mus virtualis,-1058723,1312221.907874202,0
Mus virtualis,-938723,1367221.9078742017,0
Mus virtualis,-1103723,1227221.9078742026,1
Mus virtualis,-978723,1532221.9078742007,1
Mus virtualis,-1108723,1462221.907874201,1
Mus virtualis,-928723,1387221.9078742014,1
Mus virtualis,-1028723,1612221.9078742,0
Mus virtualis,-1103723,1292221.9078742021,1
Mus virtualis,-1148723,1422221.9078742014,1
Mus virtualis,-1043723,1622221.9078742,1
Mus virtualis,-1108723,1307221.907874202,1
Mus virtualis,-1033723,1612221.9078742,1
Mus virtualis,-728723,1527221.9078742007,1
Mus virtualis,-868723,1532221.9078742007,1
Mus virtualis,-778723,1557221.9078742005,1
Mus virtualis,-1073723,1352221.9078742017,1
Mus virtualis,-713723,1522221.9078742007,1
Mus virtualis,-863723,1402221.9078742014,1
Mus virtualis,-1133723,1302221.9078742021,1
Mus virtualis,-1038723,1537221.9078742005,1
Mus virtualis,-1063723,1437221.9078742012,1
Mus virtualis,-1153723,1567221.9078742005,1
Mus virtualis,-1168723,1527221.9078742007,1
Mus virtualis,-918723,1467221.907874201,1
Mus virtualis,-713723,1582221.9078742003,1
Mus virtualis,-1103723,1477221.907874201,0
Mus virtualis,-1193723,1477221.907874201,1
Mus virtualis,-1098723,1402221.9078742014,0
Mus virtualis,-948723,1342221.907874202,1
Mus virtualis,-1078723,1367221.9078742017,1
Mus virtualis,-713723,1527221.9078742007,1
Mus virtualis,-1083723,1357221.9078742017,0
Mus virtualis,-883723,1437221.9078742012,1
Mus virtualis,-1003723,1607221.9078742003,1
Mus virtualis,-1018723,1547221.9078742005,0
Mus virtualis,-1078723,1327221.907874202,1
Mus virtualis,-1058723,1362221.9078742017,0
Mus virtualis,-1108723,1252221.9078742024,1
Mus virtualis,-1168723,1487221.907874201,1
Mus virtualis,-793723,1477221.907874201,1
Mus virtualis,-873723,1402221.9078742014,1
Mus virtualis,-1083723,1347221.907874202,1
Mus virtualis,-758723,1542221.9078742005,1
Mus virtualis,-768723,1502221.9078742007,1
Mus virtualis,-953723,1452221.9078742012,1
Mus virtualis,-1083723,1337221.907874202,0
Mus virtualis,-763723,1552221.9078742005,1
Mus virtualis,-1153723,1292221.9078742021,1
Mus virtualis,-1093723,1317221.907874202,1
Mus virtualis,-1153723,1507221.9078742007,1
Mus virtualis,-998723,1577221.9078742003,1
Mus virtualis,-1098723,1332221.907874202,1
Mus virtualis,-1103723,1392221.9078742014,1
Mus virtualis,-703723,1582221.9078742003,1
Mus virtualis,-988723,1572221.9078742005,0
Mus virtualis,-1078723,1312221.907874202,1
Mus virtualis,-803723,1452221.9078742012,1
Mus virtualis,-1018723,1627221.9078742,1
Mus virtualis,-1138723,1527221.9078742007,1
Mus virtualis,-698723,1537221.9078742005,1
Mus virtualis,-1008723,1547221.9078742005,1
Mus virtualis,-688723,1567221.9078742005,1
Mus virtualis,-878723,1422221.9078742014,1
Mus virtualis,-1093723,1617221.9078742,1
Mus virtualis,-818723,1442221.9078742012,1
Mus virtualis,-878723,1512221.9078742007,1
Mus virtualis,-1148723,1442221.9078742012,1
Mus virtualis,-1103723,1337221.907874202,1
Mus virtualis,-1098723,1452221.9078742012,1
Mus virtualis,-1123723,1462221.907874201,1
Mus virtualis,-1058723,1407221.9078742014,1
Mus virtualis,-928723,1382221.9078742017,0
Mus virtualis,-703723,1552221.9078742005,1
Mus virtualis,-1093723,1447221.9078742012,1
Mus virtualis,-1133723,1512221.9078742007,0
Mus virtualis,-863723,1542221.9078742005,0
Mus virtualis,-1143723,1272221.9078742024,1
Mus virtualis,-873723,1397221.9078742014,1
Mus virtualis,-1128723,1332221.907874202,0
Mus virtualis,-963723,1537221.9078742005,1
Mus virtualis,-1118723,1367221.9078742017,1
Mus virtualis,-1168723,1522221.9078742007,0
Mus virtualis,-1163723,1477221.907874201,1
Mus virtualis,-1008723,1582221.9078742003,1
Mus virtualis,-1023723,1477221.907874201,1
Mus virtualis,-808723,1472221.907874201,1
Mus virtualis,-748723,1512221.9078742007,1
Mus virtualis,-1078723,1627221.9078742,1
Mus virtualis,-1118723,1292221.9078742021,1
Mus virtualis,-1153723,1307221.907874202,1
Mus virtualis,-1133723,1272221.9078742024,1
Mus virtualis,-1018723,1477221.907874201,1
Mus virtualis,-688723,1562221.9078742005,1
Mus virtualis,-1008723,1512221.9078742007,1
Mus virtualis,-1003723,1617221.9078742,1
Mus virtualis,-763723,1522221.9078742007,1
Mus virtualis,-1128723,1442221.9078742012,0
Mus virtualis,-883723,1512221.9078742007,1
Mus virtualis,-1078723,1457221.9078742012,1
Mus virtualis,-728723,1622221.9078742,0
